data,0-9 anni,10-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2020-06-05,7.571428571428571,14.571428571428571,32.285714285714285,32.142857142857146,45.285714285714285,52.57142857142857,35.0,34.714285714285715,27.714285714285715,12.142857142857142
2020-06-06,8.285714285714286,13.857142857142858,34.285714285714285,34.57142857142857,47.0,50.142857142857146,37.142857142857146,35.42857142857143,26.428571428571427,12.0
2020-06-07,9.285714285714286,15.285714285714286,32.57142857142857,38.857142857142854,48.0,53.42857142857143,41.142857142857146,34.285714285714285,27.142857142857142,11.428571428571429
2020-06-08,8.714285714285714,14.428571428571429,32.857142857142854,39.0,45.714285714285715,55.57142857142857,39.285714285714285,35.142857142857146,25.285714285714285,13.142857142857142
2020-06-09,9.571428571428571,14.714285714285714,32.857142857142854,38.0,45.0,55.285714285714285,40.42857142857143,35.857142857142854,25.714285714285715,13.285714285714286
2020-06-10,9.714285714285714,13.857142857142858,32.0,37.0,45.57142857142857,54.285714285714285,41.42857142857143,35.42857142857143,25.857142857142858,13.285714285714286
2020-06-11,11.142857142857142,14.142857142857142,33.57142857142857,35.142857142857146,44.857142857142854,52.714285714285715,41.0,35.285714285714285,25.428571428571427,11.714285714285714
2020-06-12,10.571428571428571,14.285714285714286,31.285714285714285,33.42857142857143,44.857142857142854,48.285714285714285,38.142857142857146,33.57142857142857,26.142857142857142,11.714285714285714
2020-06-13,10.857142857142858,14.142857142857142,30.0,30.571428571428573,42.42857142857143,48.714285714285715,34.714285714285715,31.714285714285715,25.571428571428573,10.428571428571429
2020-06-14,9.285714285714286,13.428571428571429,27.857142857142858,26.428571428571427,39.714285714285715,40.285714285714285,28.714285714285715,28.428571428571427,23.714285714285715,10.571428571428571
2020-06-15,9.714285714285714,13.285714285714286,28.0,25.857142857142858,39.285714285714285,35.857142857142854,29.571428571428573,25.571428571428573,21.714285714285715,8.571428571428571
2020-06-16,9.714285714285714,14.142857142857142,26.285714285714285,27.0,37.285714285714285,34.714285714285715,28.571428571428573,24.0,20.571428571428573,8.142857142857142
2020-06-17,9.428571428571429,15.428571428571429,26.428571428571427,28.0,37.0,34.0,27.571428571428573,23.571428571428573,19.857142857142858,8.285714285714286
2020-06-18,8.571428571428571,16.0,29.0,32.0,39.57142857142857,36.42857142857143,29.571428571428573,20.428571428571427,18.142857142857142,8.714285714285714
2020-06-19,9.285714285714286,15.714285714285714,30.0,32.857142857142854,37.0,38.142857142857146,30.714285714285715,18.857142857142858,19.285714285714285,7.857142857142857
2020-06-20,8.571428571428571,15.285714285714286,28.857142857142858,31.714285714285715,34.285714285714285,35.142857142857146,29.571428571428573,16.428571428571427,19.142857142857142,7.0
2020-06-21,8.714285714285714,14.428571428571429,28.571428571428573,32.714285714285715,32.857142857142854,34.714285714285715,29.0,16.571428571428573,18.142857142857142,5.857142857142857
2020-06-22,8.142857142857142,14.142857142857142,25.571428571428573,30.0,31.857142857142858,33.285714285714285,24.571428571428573,16.0,17.428571428571427,5.285714285714286
2020-06-23,7.571428571428571,12.857142857142858,27.428571428571427,29.857142857142858,31.571428571428573,32.0,23.285714285714285,14.428571428571429,16.285714285714285,5.142857142857143
2020-06-24,7.428571428571429,11.571428571428571,28.714285714285715,30.0,32.57142857142857,33.142857142857146,22.714285714285715,14.142857142857142,15.714285714285714,5.0
2020-06-25,7.428571428571429,10.714285714285714,26.142857142857142,27.285714285714285,31.714285714285715,29.142857142857142,19.285714285714285,13.857142857142858,16.0,4.0
2020-06-26,6.285714285714286,10.142857142857142,26.142857142857142,25.714285714285715,30.571428571428573,26.428571428571427,17.142857142857142,14.0,13.428571428571429,3.0
2020-06-27,7.0,12.142857142857142,27.571428571428573,26.571428571428573,30.285714285714285,25.142857142857142,17.285714285714285,14.428571428571429,12.714285714285714,3.857142857142857
